TrackId,Name,AlbumId,MediaTypeId,GenreId,Composer,Milliseconds,Bytes,UnitPrice
10344327,For Those About To Rock (We Salute You),10606951,13207803,4981771,,781854,134002661,1.17
2031256,Body Count Anthem,14414383,13207803,4981771,Roy Z,561507,144140482,1.17
10311733,Shiny Happy People,8832380,6057734,4981771,Clapton,977667,119198088,1.17
9789812,For Those About To Rock (We Salute You),622758,13207803,4981771,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,927471,153711323,1.17
16212812,The Fugitive,1721517,3310685,4981771,,931740,165722939,1.17
5761928,God Gave Rock 'n' Roll To You,12181804,13207803,4981771,,866468,173387541,1.17
14424232,Monkey Wrench,14166091,13207803,4981771,Ludwig van Beethoven,820922,166550440,1.17
7612985,Under The Sun/Every Day Comes and Goes,1721517,13207803,4981771,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",773753,163631138,1.17
3331835,For Those About To Rock (We Salute You),1721517,13207803,4981771,Adalto Magalha/Lourenco,910576,157804314,1.17
12057258,American Idiot,7762071,16202480,4981771,Arnaldo Baptista - Rita Lee,758078,131721328,1.17
11061171,Intro / Stronger Than Me,7762071,6985747,4981771,Luiz Carlos/Oberdan,751130,112221992,1.17
9160659,The Kids,5742006,13207803,4981771,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",792472,125914379,1.17
16015596,Revelations,3630788,13207803,4981771,,977158,155612191,1.17
1111796,Heaven Is,7762071,16202480,4981771,Jagger/Richards,418319,139914130,1.17
3449940,Dona (Roupa Nova),7762071,13207803,4981771,James Brown & Bobby Byrd,1176977,143827088,1.17
14433357,Love In An Elevator,10476227,13207803,4981771,"Angus Young, Malcolm Young, Brian Johnson",862186,70182855,1.17
4653043,Cuando A Noite Vai Chegando,16048930,13207803,4981771,,1036709,167700251,1.17
13443471,Entrando Na Sua (Intro),7762071,13207803,4981771,"John Scofield, Robert Aries, Milton Chambers and Gary Grainger",1190725,154921176,1.17
12130163,Lanterna Dos Afogados,5649670,16202480,4981771,"Hetfield, Ulrich, Hammett",978931,88360203,1.17
4980229,2 Minutes To Midnight,7762071,13207803,4981771,,781693,140561280,1.17
6020788,Last Chance,16903,16202480,4981771,,751138,171621630,1.17
1510164,Wind Up,6782464,13207803,4981771,AC/DC,1147892,124454521,1.17
972187,The Morning After,7762071,14662086,4981771,J.r.Bertami/Parana,974679,106605585,1.17
6454423,Jeru,7762071,16202480,4981771,,800442,102760813,1.17
156990,For Those About To Rock (We Salute You),11890186,13207803,4981771,,939135,129506460,1.17
16161227,Now's The Time,7762071,13207803,4981771,roger glover,990208,133884408,1.17
11777711,No Quarter,7762071,13207803,4981771,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",1164016,121582139,1.17
5505456,Baixo Rio,12259514,13207803,4981771,,949755,139152626,1.17
16598544,Believe,8832380,13207803,4981771,Coverdale/Hughes/Lord/Paice,637479,135748873,1.17
12746993,Esperando Por Mim,13419388,6985747,4981771,,1288667,113504412,1.17
16298737,Rime of the Ancient Mariner,15469367,13207803,4981771,,1026912,167837408,1.17
6549655,Miles Runs The Voodoo Down,7762071,13207803,4981771,"Dave, Taylor, Nate, Chris",799843,172426110,1.17
3225558,Caxangá,7762071,13207803,4981771,John Bonham,1131349,137670482,1.17
12811769,Prenda Minha,7762071,14662086,4981771,Miles Davis,912615,148927055,1.17
3681920,The Clairvoyant,7762071,16202480,4981771,Audioslave/Chris Cornell,690768,101143564,1.17
12737322,A Banda,5252036,16202480,4981771,"Angus Young, Malcolm Young, Brian Johnson",597891,136977524,1.17
7517860,Miles Runs The Voodoo Down,7762071,14662086,4981771,Chris Cornell,810336,133732541,1.17
2981622,Be Aggressive,7762071,16202480,4981771,Humberto Teixeira/Luiz Gonzaga,824858,166890212,1.17
8953288,Living Wreck,8593958,16202480,4981771,Samuel Rosa,995674,161703735,1.17
13652806,Cocaine,8712098,16202480,4981771,,780825,117227224,1.17
8048474,Be Yourself,7740185,16202480,4981771,,775243,123123777,1.17
5158243,Epic,1721517,13207803,4981771,"Angus Young, Malcolm Young, Brian Johnson",1038551,164064708,1.17
15298727,Como É Duro Trabalhar,1721517,16202480,4981771,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",644005,155418307,1.17
3896651,Super Terrorizer,4001010,6985747,4981771,N. Cester,882743,142650296,1.17
11340066,Innuendo,16742055,13207803,4981771,"Angus Young, Malcolm Young, Brian Johnson",1273210,140480416,1.17
13032641,Blues For Pablo (Alternate Take),2334607,16202480,4981771,Paulo Levi/W. Rangel,675998,92628754,1.17
9179572,The Prisoner,9488514,13207803,4981771,,970566,147852259,1.17
12288841,Cascades : I'm Not Your Lover,8175021,13207803,4981771,,847132,159739187,1.17
1713241,Commotion,14166091,16202480,4981771,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",1008604,112413578,1.17
4395689,Cold Sweat,8832380,13207803,4981771,roger glover,1159598,137624833,1.17
10607119,Don't You Cry,11972446,13207803,4981771,,1018596,146277575,1.17
11673133,Once,11972446,13207803,4981771,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,899320,152584216,1.17
10169462,Tears In Heaven,4001010,16202480,4981771,Clarke/Kilmister/Taylor,736531,106750687,1.17
2228351,Monkey Wrench,8593958,16202480,4981771,,953759,85014868,1.17
5469519,Gallows Pole,3326645,14662086,4981771,Bruce/Clapton,783371,150869105,1.17
10178715,Crack Hitler,4001010,6057734,4981771,Jimmy Page/John Bonham/John Paul Jones,1142727,133900901,1.17
7270981,Be Good Johnny,8832380,13207803,4981771,Luiz Carlos/Oberdan,1079808,151207373,1.17
2300810,Victim Of Change (Live),2334607,16202480,4981771,"Paul Stanley, Gene Simmons, Rus Ballard, Bob Ezrin",812039,161601616,1.17
14154257,Oração,11972446,14662086,4981771,Craig Ross/Lenny Kravitz,907016,107602102,1.17
8541024,Naked In Front Of The Computer,8593958,14662086,4981771,,708525,152751624,1.17
6257699,Jean Pierre (Live),8832380,16202480,4981771,"Eric Clapton, Robert Cray",496808,135179428,1.17
4984919,The Real Thing,2334607,16202480,4981771,Billie Joe Armstrong -Words Green Day -Music,688464,99260515,1.17
13226746,Not The Doctor,8832380,6985747,4981771,Paul Di'Anno/Steve Harris,662958,140190043,1.17
6532488,Collision,11972446,16202480,4981771,Ace Frehley,941325,126115037,1.17
8401188,St. Vitus Dance,16481338,13207803,4981771,,1100660,105263320,1.17
12235989,The Temples Of Syrinx,8593958,16202480,4981771,"Angus Young, Malcolm Young, Brian Johnson",988978,136345917,1.17
1500112,Beira Mar,2334607,13207803,4981771,James Hetfield and Lars Ulrich,1032491,126307867,1.17
6015673,Get Up Offa That Thing,8593958,16202480,4981771,"Paul Stanley, Gene Simmons, B. Ezrin",837037,102370669,1.17
5495967,Don't Lie To Me,13419388,16202480,4981771,Chico Science,926857,188066837,1.17
8101283,16 Toneladas,8832380,16202480,4981771,Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho,697845,155638785,1.17
15218308,Over And Out,13419388,16202480,4981771,Adrian Smith/Steve Harris,937997,130185762,1.17
7499259,Right Next Door to Hell,2334607,6985747,4981771,J.C. Fogerty,1038984,133307240,1.17
9263975,Enough Space,13419388,16202480,4981771,Chico Science,949060,178554280,1.17
1302183,Sítio Do Pica-Pau Amarelo,8593958,13207803,4981771,De Beauport/Jagger/Richards,921784,138502420,1.17
429390,Don't Cry,8593958,13207803,4981771,AC/DC,825247,138878893,1.17
3365466,Can I Play With Madness,1721517,16202480,4981771,Adrian Smith/Steve Harris,888621,151714290,1.17
10628980,Brasil,8832380,16202480,4981771,The Tea Party,760342,143633490,1.17
1138449,Malted Milk,4001010,13207803,4981771,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",843920,81325831,1.17
16449004,Run To The Hills,1721517,13207803,4981771,Jimmy Page/Robert Plant,947118,121825359,1.17
7575977,2 Minutes To Midnight,4001010,14662086,4981771,Mike Dirnt -Words Green Day -Music,746817,147438574,1.17
15457414,For Those About To Rock (We Salute You),4001010,13207803,4981771,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,806928,138677969,1.17
1948940,Dyers Eve,11972446,16202480,4981771,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton,803037,125325614,1.17
9119511,Shout It Out Loud,2334607,16202480,4981771,,747323,136850143,1.17
9997612,Leila,16742055,13207803,4981771,,1125740,162672321,1.17
16090092,Acelerou,2334607,16202480,4981771,Manuca/Raimundinho DoAcordion/Targino Godim,842231,140573288,1.17
16115492,The Best Is Yet To Come,2334607,13207803,4981771,J. C. Fogerty,830965,140651698,1.17
840210,Vida Bandida (Ao Vivo),1721517,13207803,4981771,"Mike Bordin, Billy Gould, Mike Patton",884639,135257309,1.17
5500706,Straight Out Of Line,16742055,16035089,4981771,"Paul Stanley, Vincent Poncia",753055,181285959,1.17
4211406,Mistreated,3326645,16202480,4981771,Bernardo Vilhena/Da Gama/Lazão,891023,132726677,1.17
618454,Disc Jockey Jump,2334607,13207803,4981771,,991458,146466060,1.17
939117,Please Don't Touch,11972446,13207803,4981771,Larry Williams,842533,159660511,1.17
14669078,O Erê,2334607,13207803,4981771,,1244700,181635165,1.17
3812196,For Those About To Rock (We Salute You),3326645,14662086,4981771,Herbert Vianna,1054545,126510451,1.17
10095004,Realce,16742055,16202480,4981771,John Bonham,915156,164094835,1.17
10646268,Linha de Passe (João Bosco),11972446,13207803,4981771,"Angus Young, Malcolm Young, Brian Johnson",943821,123120020,1.17
10636163,Shakes and Ladders,8593958,16202480,4981771,"Angus Young, Malcolm Young, Brian Johnson",755198,156326825,1.17
5050954,Ainda É Cedo,3326645,13207803,4981771,Adrian Smith,1094619,123805825,1.17
16745285,Fullgás,8832380,14662086,4981771,Apocalyptica,832686,142283603,1.17
14337785,For Those About To Rock (We Salute You),2334607,13207803,4981771,,947389,145052841,1.17
16684628,De Ouro E Marfim (Live),8593958,16202480,4981771,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",907033,165680378,1.17
6255153,The Purpendicular Waltz,16742055,13207803,4981771,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",1042810,93192286,1.17
14429584,Vital E Sua Moto,8832380,14662086,4981771,J.C. Fogerty,1075998,117413486,1.17
3927335,Vavoom : Ted The Mechanic,8593958,16202480,4981771,,1018220,150819267,1.17
10428572,Lost My Better Half,2334607,13207803,4981771,,980761,154815589,1.17
7075698,Phantom Of The Opera,2334607,13207803,4981771,J.C. Fogerty,892663,147667580,1.17
890876,Nothing Else Matters,2334607,13207803,4981771,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,837704,113054026,1.17
13368056,For Those About To Rock (We Salute You),4001010,16202480,4981771,,900413,144892692,1.17
1338290,Toda Forma De Amor,8832380,3310685,4981771,,909723,145935712,1.17
7788441,For Those About To Rock (We Salute You),13419388,16202480,4981771,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",663977,161932158,1.17
11298610,For Those About To Rock (We Salute You),3326645,6057734,4981771,,1054924,159167823,1.17
14561892,Harvester Of Sorrow,2334607,16202480,4981771,,834315,104716175,1.17
14012924,For Those About To Rock (We Salute You),8593958,13207803,4981771,,897643,162978138,1.17
6825168,The Reincarnation of Benjamin Breeg,2334607,13207803,4981771,Caetano Veloso - Djavan,959748,85819226,1.17
5084010,Coroné Antonio Bento,4001010,16202480,4981771,,776394,151361278,1.17
119148,For Those About To Rock (We Salute You),13419388,16202480,4981771,,1001266,114399077,1.17
1799009,Zoo Station,11972446,13207803,4981771,,1106259,125367528,1.17
6077555,Baião Da Penha,2334607,16202480,4981771,AC/DC,625237,118405096,1.17
1069962,For Those About To Rock (We Salute You),14166091,13207803,4981771,U2; Bono,933815,125549735,1.17
957713,Only the Good Die Young,2334607,16202480,4981771,Molaney/Morris/Roberts/Wainwright,605472,155256229,1.17
11315415,For Those About To Rock (We Salute You),11972446,16202480,4981771,Samuel Rosa,916758,150797632,1.17
5745075,For Those About To Rock (We Salute You),8832380,16202480,4981771,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",745938,159035312,1.17
11484847,Didgin' Out,4001010,13207803,4981771,,1082530,190050039,1.17
5311688,Wherever I Lay My Hat,13419388,13207803,4981771,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,1098517,136076338,1.17
8572655,Manic Depression,2334607,14662086,4981771,U2,472861,130867886,1.17
11547792,Naked In Front Of The Computer,2334607,16202480,4981771,Miles Davis,748883,134208104,1.17
13471507,Açai,2334607,13207803,4981771,G M Sumner,990853,119392270,1.17
6098273,Ironic,4001010,16202480,4981771,,1059842,113975185,1.17
1438190,For Those About To Rock (We Salute You),3326645,13207803,4981771,Djavan,747231,141936085,1.17
15381549,Seventh Son of a Seventh Son,8832380,16202480,4981771,Traditional,837242,100040483,1.17
2219390,Mateus Enter,16742055,13207803,4981771,David Murray/Steve Harris,693943,159424053,1.17
6723306,For Those About To Rock (We Salute You),11972446,13207803,4981771,,839379,163168358,1.17
5027279,From Out Of Nowhere,8832380,13207803,4981771,,1161806,143811502,1.17
13790309,Dance Enquanto é Tempo,3326645,13207803,4981771,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,791194,108068822,1.17
14656544,"Suzie-Q, Pt. 2",8832380,14662086,4981771,Bruce Dickinson/Janick Gers/Steve Harris,935203,132366202,1.17
8596408,For Those About To Rock (We Salute You),3326645,16202480,4981771,,900367,141916596,1.17
1323980,"Texto ""Verdade Tropical""",8832380,14662086,4981771,Fausto Nilo - Armandinho,839158,148036091,1.17
13719918,E-Bow The Letter,16742055,6057734,4981771,W. Axl Rose,975452,134177452,1.17
12184787,Álibi,3326645,16202480,4981771,"Angus Young, Malcolm Young, Brian Johnson",1150678,132169567,1.17
14191016,Destitute Illusions,16742055,16202480,4981771,,986153,166477413,1.17
1677157,Digging The Grave,8593958,13207803,4981771,"Gene Simmons, Stephen Coronel",999455,187921595,1.17
9089641,Evil Dick,8593958,13207803,4981771,,635546,164782254,1.17
14305809,Soldier Of Fortune,16742055,13207803,4981771,Faith No More,953657,155229944,1.17
14082411,Minha Gata,8593958,16202480,4981771,,960461,163054617,1.17
14359389,Eu Sou Neguinha (Ao Vivo),11972446,13207803,4981771,Toninho Horta,895210,149944892,1.17
3125392,Macy's Day Parade,4001010,16202480,4981771,,1002503,125643248,1.17
1852985,Let Me Off Uptown,2334607,13207803,4981771,Billy Cobham,937991,136920819,1.17
10193514,For Those About To Rock (We Salute You),8593958,16202480,4981771,,1180857,160054729,1.17
2447234,Are You Gonna Go My Way,16742055,13207803,4981771,,928765,163867102,1.17
11109884,Juventude Transviada (Ao Vivo),8593958,13207803,4981771,,1045681,126310359,1.17
6806564,The Legacy,8593958,13207803,4981771,,1000910,116438195,1.17
16181549,Love Don't Mean a Thing,4001010,13207803,4981771,"Hetfield, Ulrich, Newsted",794578,120393120,1.17
4803360,Killing Floor,16742055,13207803,4981771,,811797,184801367,1.17
14050006,Maraçá,11972446,13207803,4981771,"Angus Young, Malcolm Young, Brian Johnson",834380,148509724,1.17
10142340,Panis Et Circenses,3326645,13207803,4981771,Brad Shapiro/George Jackson/Robert Miller/Walter Shaw,809898,87124754,1.17
15835253,A Statistic,8593958,13207803,4981771,,918911,146311181,1.17
2911698,Plaster Caster,3326645,13207803,4981771,,896722,108385952,1.17
7587599,Vôo Sobre o Horizonte,3326645,13207803,4981771,Steve Harris,742600,158982832,1.17
614504,Chuva No Brejo,4001010,13207803,4981771,,846476,150647703,1.17
390539,Let There Be Rock,8832380,13207803,4981771,,792086,140296263,1.17
5446961,Corazon Espinado,11972446,16202480,4981771,,646011,134995329,1.17
15316410,The Finest Worksong,11972446,13207803,4981771,,877638,120781702,1.17
15311308,Love Or Confusion,2334607,14662086,4981771,Steve Harris,929272,156778365,1.17
8996341,Miles Runs The Voodoo Down,3326645,16202480,4981771,,662710,148825803,1.17
5800185,Fools,14166091,16202480,4981771,U2,865995,113064757,1.17
4910693,Revelations,8593958,16202480,4981771,jimmy van heusen/sammy cahn,1164621,115457381,1.17
1592338,Public Enema Number One,2334607,13207803,4981771,Molaney/Morris/Roberts/Wainwright,811465,151410763,1.17
4581328,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),11972446,13207803,4981771,Caetano Veloso e Gilberto Gil,409917,128857393,1.17
7190950,"Exodus, Pt. 2",8832380,3310685,4981771,Craig Ross/Lenny Kravitz,1205327,117554288,1.17
1189895,For Those About To Rock (We Salute You),8593958,13207803,4981771,carl sigman/gilbert becaud/pierre leroyer,525414,154588469,1.17
10084276,Uma Brasileira,8832380,13207803,4981771,,909402,123669737,1.17
9118540,Man On The Edge,4001010,13207803,4981771,,622121,132456589,1.17
11771014,Baby Break It Down,11972446,13207803,4981771,Steve Harris,909706,148044878,1.17
14632083,Girassol,8593958,6057734,4981771,Jimmy Page,940120,125948090,1.17
9908732,For Those About To Rock (We Salute You),4001010,13207803,4981771,"Gene Simmons, S. Coronel",943030,116587902,1.17
2927636,The Awakening,8593958,16202480,4981771,"Angus Young, Malcolm Young, Brian Johnson",987497,117718946,1.17
1587669,Pristina,8832380,13207803,4981771,,601859,129892635,1.17
7378096,Os Alquimistas Estão Chegando,16742055,16202480,4981771,Foo Fighters,816103,74999736,1.17
1961083,Manifest Destiny,8593958,13207803,4981771,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,1001935,150332561,1.17
12800063,For Those About To Rock (We Salute You),3326645,13207803,4981771,,835866,118647105,1.17
15062434,Communication Breakdown,4001010,13207803,4981771,"Enotris Johnson/Little Richard/Robert ""Bumps"" Blackwell",1054373,120609412,1.17
8207403,Walk On Water,11972446,13207803,4981771,,731625,134160494,1.17
8017155,O Bêbado e a Equilibrista,8832380,13207803,4981771,,785279,142022057,1.17
12454721,A Novidade,8832380,13207803,4981771,Renato Russo,1129532,109199753,1.17
8149408,Run To The Hills,3326645,13207803,4981771,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",832624,128826561,1.17
16586102,Don't Cry,8593958,13207803,4981771,,981136,161589172,1.17
5218407,Um Indio,3326645,13207803,4981771,Vários,1012113,153896888,1.17
2139547,Animal,16742055,13207803,4981771,Blaze Bayley/Steve Harris,1046970,139311208,1.17
4572006,Último Pau-De-Arara,4001010,13207803,4981771,"Blackmore, Glover, Turner",885467,140607214,1.17
1995876,Bad Seed,11972446,13207803,4981771,,595582,149408605,1.17
7597750,Banditismo Por Uma Questa,16742055,13207803,4981771,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",879649,137260069,1.17
14302958,Wonderful Tonight,11972446,13207803,4981771,John Paul Jones,683393,84045102,1.17
7066450,Mack The Knife,8832380,13207803,4981771,Coverdale,736535,91677636,1.17
6271383,Don't Look Now,16742055,13207803,4981771,"Paul Stanley, Gene Simmons",915687,151266740,1.17
16375912,Dindi (Dindi),16742055,6057734,4981771,Freddie Mercury,628848,158671627,1.17
8008337,1979,16742055,13207803,4981771,,1099034,126258919,1.17
8178634,Free Me,3326645,13207803,4981771,,980216,131903172,1.17
4316403,The Fallen Angel,16742055,6057734,4981771,J.C. Fogerty,967035,195271325,1.17
1001914,After Midnight,4001010,13207803,4981771,Jagger/Richards,790044,170119275,1.17
4448305,A Cor Do Sol,3326645,13207803,4981771,,790283,172274435,1.17
12369509,E-Bow The Letter,3326645,13207803,4981771,"Paul Stanley, Bob Ezrin, Kim Fowley",850638,117653244,1.17
10054279,Basket Case,8832380,13207803,4981771,,911695,151121140,1.17
9690604,05 - Phantom of the Opera,16742055,13207803,4981771,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,1084188,122703704,1.17
14824522,O Amor Daqui De Casa,3326645,16202480,4981771,Steve Harris,834993,117838267,1.17
4613695,The Great Gig In The Sky,16742055,13207803,4981771,Caetano Veloso,852058,114266680,1.17
6008533,Tuiuti,3326645,13207803,4981771,J.C. Fogerty,929367,196539744,1.17
12784429,Smoked Pork,11972446,13207803,4981771,"Angus Young, Malcolm Young, Brian Johnson",1099319,129483742,1.17
16739978,Iron Maiden,3326645,13207803,4981771,"Angus Young, Malcolm Young, Brian Johnson",684041,109779679,1.17
16175293,Blind Curve: Vocal Under A Bloodlight / Passing Strangers / Mylo / Perimeter Walk / Threshold,4365496,13207803,4981771,"Hetfield, Ulrich",1026628,122414644,1.17
12804359,Dezesseis,4001010,13207803,4981771,Chico Science,920826,160141170,1.17
1198002,Let It Grow,4001010,13207803,4981771,,938924,180103141,1.17
9045588,Old Love,4001010,13207803,4981771,Dave Grohl,834566,123505744,1.17
9529458,For Those About To Rock (We Salute You),16742055,16202480,4981771,,655188,125055080,1.17
8991564,Evil Woman,4001010,13207803,4981771,,856886,153691687,1.17
12580074,Smoke On The Water,4001010,13207803,4981771,"James Hetfield, Lars Ulrich",692547,136450972,1.17
16690060,Vamos Dançar,16742055,16202480,4981771,Waters,883386,95862665,1.17
12248084,Fools,16742055,16202480,4981771,Antonio Carlos Jobim/Vinicius de Moraes,912483,173472509,1.17
12305991,Just A Man,4001010,13207803,4981771,,494325,130956665,1.17
5917956,Heaven Can Wait,3326645,13207803,4981771,"Angus Young, Malcolm Young, Brian Johnson",958870,174830664,1.17
16223471,Mack The Knife,3326645,13207803,4981771,,878446,105505424,1.17
10380375,Avisa,11583594,16202480,4981771,,1307547,134856041,1.17
13415135,Música De Trabalho,4365496,13207803,4981771,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",928763,145759305,1.17
8704653,Dee,8442212,13207803,4981771,"Angus Young, Malcolm Young, Brian Johnson",457482,150112654,1.17
11915678,Lazy Gun,10909231,13207803,4981771,,888579,146036458,1.17
3979551,Queixa,8321025,13207803,4981771,,794082,156976352,1.17
78211,C'Mon Everybody,10909231,16202480,4981771,Steve Harris,685719,169289252,1.17
281680,Nothing But Love,14166091,16202480,4981771,Blackmore/Coverdale/Lord/Paice,748605,117744365,1.17
7448040,For Those About To Rock (We Salute You),14166091,16202480,4981771,Philip Glass,1005610,127187439,1.17
15353312,Formosa,11583594,13207803,4981771,Adriano Bernandes/Edmar Neves,962493,146400825,1.17
12552841,Deixa Entrar,11583594,16202480,4981771,,994624,116876071,1.17
4180584,Aces High,14166091,13207803,4981771,,743205,160816650,1.17
9475105,O Erê,14166091,16202480,4981771,Caetano Veloso - Djavan,667381,130073781,1.17
5395838,Garota de Ipanema (Dick Farney),14166091,16202480,4981771,roger glover,836288,139222232,1.17
7464119,Mata Virgem,4365496,16035089,4981771,Adrian Smith/Bruce Dickinson,933353,161343121,1.17
7327421,Seek & Destroy,14166091,13207803,4981771,Jerry Cantrell,1083663,103892489,1.17
2342005,Love Me Darlin',11583594,16202480,4981771,Jimmy Page/John Bonham/John Paul Jones,1023639,163905865,1.17
5358725,How Many More Times,14166091,13207803,4981771,Ace Frehley,850060,134417821,1.17
6494991,Disc Jockey Jump,11583594,13207803,4981771,,920891,129145841,1.17
7610271,For Those About To Rock (We Salute You),11583594,13207803,4981771,,1222397,142991241,1.17
2672873,Sanctuary,4365496,13207803,4981771,Billie Joe Armstrong/Green Day,919987,155121346,1.17
8360430,Chão de Giz (Elba Ramalho),11583594,16202480,4981771,,1030407,101901270,1.17
14338978,Doce De Carnaval (Candy All),4365496,16202480,4981771,"Smokey Robinson/Warren ""Pete"" Moore",847691,134448752,1.17
8223377,You Shook Me(2),11583594,6057734,4981771,,1061160,158401348,1.17
967574,Manuel,14166091,13207803,4981771,Van Halen,830735,124145445,1.17
5736596,For Those About To Rock (We Salute You),14166091,13207803,4981771,"Angus Young, Malcolm Young, Brian Johnson",960731,146186898,1.17
13094263,Shoot You In The Back,4365496,13207803,4981771,Steve Harris,944834,173205646,1.17
9232512,Like a Stone,14166091,13207803,4981771,John Bonham,1146295,144215877,1.17
12564842,Long As I Can See The Light,4365496,13207803,4981771,Os Mutantes - Arnolpho Lima Filho,1047286,115315784,1.17
15557894,Every Time I Look At You,10909231,13207803,4981771,"Angus Young, Malcolm Young, Brian Johnson",876674,181538892,1.17
1968687,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,14166091,13207803,4981771,"F. Baltes, R.A. Smith-Diesel, S. Kaufman, U. Dirkscneider & W. Hoffman",1005550,152386567,1.17
7353232,Azul,14166091,13207803,4981771,,635739,125271973,1.17
5240801,As We Sleep,11583594,13207803,4981771,,953431,120427964,1.17
6581840,Leandro De Itaquera 2001,4365496,6057734,4981771,J.C. Fogerty,1197712,136143816,1.17
15648752,The Unwritten Law,14166091,16202480,4981771,,1075918,145683131,1.17
1091875,Black Dog,4365496,13207803,4981771,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,1196279,101431367,1.17
15433332,For Those About To Rock (We Salute You),4365496,13207803,4981771,Adrian Smith/Bruce Dickinson,935382,174436142,1.17
6924901,Refavela (Live),4365496,13207803,4981771,"William ""Mickey"" Stevenson",830897,165306505,1.17
1490606,Meu Refrigerador Não Funciona,14166091,13207803,4981771,John Bonham/John Paul Jones,751193,116666657,1.17
12973582,Todo Amor Que Houver Nesta Vida,14166091,13207803,4981771,,972885,142781544,1.17
