InvoiceLineId,InvoiceId,TrackId,UnitPrice,Quantity
10600780,163005,6015673,1.07,1
15293789,11675498,15218308,1.09,1
15187292,14760423,7499259,1.16,1
6542599,11686401,7499259,1.16,1
8399557,6526389,9263975,1.06,1
10447398,4949427,1302183,1.23,1
4634891,2822826,429390,1.19,1
46071,4274445,3365466,1.28,1
6873026,1881421,10628980,0.99,1
10642403,3335278,1138449,1.06,1
12229389,6371885,16449004,1.32,1
13708730,13166449,15457414,1.03,1
8482562,5732693,1948940,1.28,1
15548949,928974,1948940,1.28,1
13554628,5732693,9119511,1.14,1
6111101,12856211,9119511,1.14,1
13925748,12759366,9997612,1.18,1
3692494,7136818,16090092,1.08,1
1631386,3792404,840210,1.22,1
4559855,11815865,5500706,1.14,1
11716047,5328277,4211406,1.36,1
1724429,4674913,3812196,1.07,1
16094163,6938436,10646268,1.1,1
8526543,2293145,10636163,1.17,1
2264523,11372781,10636163,1.17,1
4665179,368844,5050954,1.22,1
10431407,8983492,16745285,1.05,1
728398,16303207,16745285,1.05,1
1194286,12684278,14337785,1.09,1
5277081,3624645,14429584,1.04,1
14715773,7508248,10428572,1.32,1
279787,2822826,890876,1.19,1
11866701,2277336,1338290,1.13,1
5873137,9632681,7788441,1.07,1
16251393,13242541,14561892,1.26,1
2909250,1985102,5084010,1.28,1
12537868,8983492,1799009,1.14,1
12980496,1565437,6077555,1.14,1
7222423,3624645,1069962,1.14,1
6102970,7819914,957713,1.13,1
14100574,15668378,957713,1.13,1
5177034,12748717,11315415,1.25,1
2858082,3873660,5745075,1.16,1
3682861,11176629,5745075,1.16,1
13186955,864999,11484847,1.3,1
11386884,6728229,8572655,1.22,1
609159,12856211,11547792,1.11,1
4204151,8983492,1438190,1.08,1
606278,8818017,1438190,1.08,1
4076610,5472503,15381549,1.11,1
533342,11047547,2219390,1.21,1
12368584,11143798,6723306,1.21,1
15500862,3624645,5027279,0.99,1
7950896,3861582,13790309,1.11,1
5133881,4504589,14656544,1.32,1
9248172,7819914,8596408,1.14,1
4947987,4750331,8596408,1.14,1
756210,11815865,1323980,1.19,1
924062,8818017,13719918,1.17,1
11726777,11686401,13719918,1.17,1
14616209,2569650,12184787,1.13,1
7023271,1720738,14191016,1.06,1
13579516,14450300,1677157,1.1,1
13163850,8351774,9089641,1.14,1
10695035,9949406,14305809,1.08,1
2074631,8818017,14082411,1.1,1
16684241,8238774,14359389,1.13,1
3819848,5152265,14359389,1.13,1
10284102,8351774,3125392,1.16,1
2303812,16342662,3125392,1.16,1
13473975,12034000,1852985,1.0,1
6886529,9813423,2447234,1.25,1
1390492,15920894,6806564,1.19,1
8885360,11047547,16181549,1.18,1
6258526,8623740,10142340,1.19,1
11986986,12331265,15835253,1.04,1
1787460,12623914,7587599,1.14,1
6447495,5732693,7587599,1.14,1
13059278,4906505,390539,0.99,1
15635899,5328277,390539,0.99,1
9981037,11525302,15316410,1.22,1
14192784,13610658,8996341,1.14,1
12685910,9813423,5800185,1.24,1
9437864,9298963,5800185,1.24,1
7200066,8818017,4910693,1.14,1
1211095,4274445,4581328,1.26,1
4570458,16241821,1189895,1.2,1
7285196,7963474,10084276,1.22,1
3057498,5152265,9118540,1.13,1
12299139,4206321,9118540,1.13,1
8474195,3383905,11771014,1.08,1
8098365,7508248,14632083,1.23,1
14864334,15546425,9908732,1.11,1
2782464,3792404,7378096,1.28,1
8007855,4206321,15062434,1.12,1
10443986,473984,15062434,1.12,1
10819335,7508248,8207403,1.36,1
11741497,12856211,12454721,1.15,1
12733039,4274445,12454721,1.15,1
11941022,3600137,8149408,1.29,1
7707990,7897636,5218407,1.15,1
15387728,16031858,5218407,1.15,1
9960228,12856211,2139547,1.15,1
4510019,4939791,4572006,1.3,1
11142017,8818017,7066450,1.21,1
1748385,15469113,6271383,1.02,1
11227591,12441739,4316403,1.12,1
3340525,8663917,4316403,1.12,1
3050278,13194899,12369509,1.15,1
6914588,8238774,9690604,1.3,1
10134210,7837385,16175293,1.2,1
10276280,2569650,9045588,1.12,1
6202515,11030274,8991564,1.22,1
14625114,11638874,8991564,1.22,1
652494,1816697,16690060,1.25,1
14762739,4504589,16690060,1.25,1
8964423,9046455,12248084,1.2,1
6561799,14144312,12248084,1.2,1
2683449,4274445,5917956,1.22,1
7492085,4504589,8704653,1.24,1
296407,6657361,8704653,1.24,1
14198476,5085457,11915678,1.11,1
9739070,3736319,11915678,1.11,1
6641011,2277336,3979551,1.16,1
8821967,14654893,78211,1.08,1
14840227,11423627,7448040,1.19,1
10460384,2896559,12552841,1.04,1
190354,1565437,5395838,1.12,1
16176793,7819914,7464119,1.13,1
2557231,8351774,2342005,1.11,1
2627433,15609884,2342005,1.11,1
750170,15515765,7610271,1.2,1
13985728,1985102,2672873,1.29,1
5577228,11056861,8360430,1.15,1
13749718,12914406,8223377,1.15,1
3114061,10755917,967574,1.23,1
4402956,8818017,5736596,1.15,1
13655106,7720828,13094263,1.15,1
5784063,4956517,12564842,1.21,1
6419632,3792404,15557894,1.38,1
2347590,3893348,15557894,1.38,1
6554755,1985102,7353232,1.16,1
13820183,5596470,5240801,0.99,1
11221081,10641910,6581840,1.27,1
6900764,7375960,15648752,1.25,1
4879267,8623740,1091875,1.14,1
824858,1985102,1091875,1.14,1
701607,15668378,15433332,1.12,1
9757291,15078731,6924901,0.99,1
13179084,12495092,1490606,1.08,1
8424731,13917905,12973582,1.25,1
10201726,11675498,14698342,1.04,1
15255413,163005,3229191,1.13,1
10240755,7407781,4589514,0.99,1
1424145,15029717,6818225,1.04,1
7353013,11143798,5394863,1.12,1
9662044,2896559,9516186,0.99,1
4977737,14886517,16213476,1.18,1
5890944,16342662,9460547,1.21,1
9536651,2969909,9710611,0.99,1
6366944,8818017,4476112,1.02,1
7099518,3736319,14642226,1.32,1
13711500,13194899,3438975,1.23,1
1566491,13242541,3438975,1.23,1
5371224,13194899,7314182,1.15,1
13436000,16031858,9706324,1.15,1
9905172,4949427,7529844,1.29,1
12956612,928974,12521972,1.26,1
8596401,9298963,1460232,1.29,1
12338176,8238774,4728662,1.27,1
14735907,4949427,16536123,1.17,1
5855526,7375960,16536123,1.17,1
11824435,3873660,16116443,1.07,1
13457056,4206321,12273230,1.07,1
4268365,13758498,12273230,1.07,1
16758585,11030274,2225499,1.16,1
5390591,8238774,8245896,1.17,1
13638897,2982597,6800445,1.14,1
16233350,11270522,11480861,1.17,1
16328376,14144312,8821140,1.08,1
16323042,16188753,4919865,1.17,1
13293728,3736319,5594822,1.24,1
5006991,7512648,7569670,1.3,1
5529567,2697281,1874655,1.03,1
13133728,13194899,14999686,1.13,1
9191357,4674913,5553081,1.08,1
13547249,4274445,15574765,1.17,1
4382753,163005,9779239,0.99,1
12764609,5705151,9908404,0.99,1
14827530,3861582,8372661,1.13,1
2050344,2155312,15387842,1.16,1
5654014,8351774,15387842,1.16,1
7409539,12914406,4644652,1.31,1
12934250,3684062,10372618,1.13,1
5172928,4206321,14616139,1.22,1
13079480,767893,6915357,1.12,1
4697379,163005,11451060,1.14,1
8619660,10967328,11451060,1.14,1
11764209,10755917,10885444,1.16,1
12773579,12386710,6030356,1.23,1
1494196,5732693,9820054,0.99,1
8461405,12914406,7893688,1.25,1
8531684,3861582,6605769,1.19,1
12333938,12095273,2318577,1.2,1
15636993,12684278,16657839,1.01,1
14395771,12023376,16657839,1.01,1
6109297,3861582,6338497,1.13,1
1427966,7720828,14585957,1.14,1
4242058,14225714,12864523,1.1,1
8066451,7375960,7927283,1.32,1
16602199,3792404,7927283,1.32,1
13323308,1816697,11991269,1.34,1
14018911,3664713,8360731,1.06,1
12176861,3188066,546158,1.16,1
6655481,14225714,10555000,1.11,1
8103132,7508248,2185476,1.21,1
11254654,8409417,11946793,1.24,1
7637269,5732693,11946793,1.24,1
9166924,15469113,11250689,1.12,1
14194164,4004354,5856395,1.08,1
5938895,12684278,15306172,1.12,1
14893259,3736319,3388194,1.01,1
12067999,15920894,6835427,1.08,1
16604202,3305085,13012308,1.02,1
1409110,4956517,2310134,1.24,1
7774921,4274445,6711505,1.17,1
14435078,3383905,4181102,1.19,1
14867996,10210688,10288393,1.03,1
13150143,5328277,5568489,1.14,1
6459234,1379560,14991568,1.0,1
10868228,4169619,9051043,1.09,1
3690425,7963474,16643960,1.28,1
813825,10967328,16643960,1.28,1
13112775,13917905,14164879,1.21,1
10167179,14028563,3497436,1.21,1
16620728,8623740,583841,1.07,1
10121101,7375960,6273224,1.25,1
5630796,4274445,6273224,1.25,1
6991928,13194899,365723,1.3,1
5361009,2255678,3727867,1.14,1
11301707,2369853,678984,1.08,1
5199036,2277336,10951502,1.26,1
12833183,4939791,10951502,1.26,1
2903536,15836338,9760760,1.21,1
14974558,4274445,9760760,1.21,1
14725611,11047547,13849980,1.18,1
1964352,5350274,13849980,1.18,1
4985968,8238774,3937916,1.2,1
13768462,2255678,8207377,1.16,1
11934267,1545293,14290638,1.14,1
7783393,11047547,10173666,1.19,1
2911556,7407781,5114574,1.1,1
9555168,7375960,4891363,1.32,1
6066577,3873660,2958929,1.1,1
2000960,15668378,2958929,1.1,1
15137195,13166449,6940187,1.0,1
698742,9422,6940187,1.0,1
5387659,14099205,13800082,1.19,1
3816469,9949406,9098582,1.13,1
2647846,10641910,12013979,1.26,1
4023626,1879926,12013979,1.26,1
6726082,504803,11062637,1.03,1
2071189,836788,3711131,1.02,1
642823,10582764,3711131,1.02,1
9138124,7720828,10531395,1.19,1
2863451,2277336,10531395,1.19,1
5497175,16031858,11268334,1.13,1
10481709,15469113,11268334,1.13,1
14635497,4949427,1667145,1.21,1
13610295,421988,1667145,1.21,1
11173559,4231590,358200,1.11,1
13256186,12386710,2038338,1.26,1
10137967,1720738,9652394,1.12,1
16376697,9046455,499650,1.21,1
4737966,9422,9774005,1.02,1
8379781,13917905,16642558,1.2,1
5390128,8869343,8569801,1.1,1
14039989,15469113,5078960,1.02,1
563776,1816697,3528497,1.21,1
1723954,1879926,11649703,1.25,1
557631,11675498,70435,1.06,1
15302945,4014824,2794348,1.3,1
1189974,1985102,2794348,1.3,1
16512779,7375960,15827767,1.12,1
438669,8983492,15827767,1.12,1
15678810,7407781,9381681,0.99,1
10302535,8985725,4749556,1.21,1
6227867,7407781,16135848,1.17,1
7015227,16342662,15797516,1.22,1
3020710,13338362,11372685,1.16,1
9083155,14654893,13630249,1.04,1
1184169,6728229,3197212,1.19,1
388502,11575066,10896618,1.09,1
1227143,3383905,2704575,1.16,1
2012112,3810563,2704575,1.16,1
7718950,9597303,1993218,1.25,1
16504897,12494873,13775804,1.08,1
5671180,4274445,15356024,1.27,1
14758295,14041115,15356024,1.27,1
10772547,8238774,1249436,1.28,1
3998611,2569650,1249436,1.28,1
5010279,1971799,2379008,1.07,1
7751631,3810563,14627073,1.24,1
3842101,12910069,8290660,1.16,1
15048534,1985102,5164709,1.19,1
11937140,9632681,10251439,1.09,1
2992245,1744164,9373965,0.99,1
718429,2277336,12841954,1.3,1
15311068,12301733,13623689,1.13,1
1174200,8351774,13623689,1.13,1
3972923,10967328,9408881,0.99,1
9994669,12319247,6645670,1.29,1
14165930,12495092,3795215,1.22,1
5116901,2982597,10719043,1.14,1
3028950,2697281,2250682,1.07,1
15341119,6705580,2250682,1.07,1
16306334,11675498,8181905,0.99,1
10619064,12748717,15994148,1.24,1
4379195,11686401,12843595,1.19,1
1863097,6062779,2713878,1.25,1
14891370,2822826,11056161,1.21,1
12278216,14939513,10545482,1.21,1
13349335,12910069,2234796,1.14,1
9127835,1744164,11689825,1.03,1
3783268,16188753,12650682,1.08,1
14278495,12495092,12487698,1.17,1
9217599,2293145,12487698,1.17,1
2612204,12495092,13970263,1.12,1
8078382,3356170,16081377,1.03,1
5058314,3873660,6780072,1.13,1
5358552,7897636,6780072,1.13,1
10399943,2255678,9049398,0.99,1
11370626,10582764,15754692,1.02,1
7492700,11143798,3981066,1.17,1
8796304,4543048,6606193,1.28,1
15821916,1816697,13594691,1.17,1
1910131,6062779,5032994,1.28,1
12185407,5328277,10018966,1.08,1
4600622,8025081,6507842,1.27,1
12293318,8763058,8914620,1.07,1
14335796,7508248,14771627,1.34,1
822330,6371885,14771627,1.34,1
12976630,1379560,8985379,1.0,1
11055215,9597303,15135741,1.24,1
8191074,4939791,10552628,1.35,1
10582647,12301733,4158218,1.14,1
10368850,6526389,14751410,1.09,1
4223235,10969601,1955621,1.11,1
6083722,9350549,6012429,0.99,1
13712105,12034000,4813963,0.99,1
1160058,7720828,16318178,1.0,1
6486145,10214870,12759780,0.99,1
14855591,12034000,14276935,0.99,1
16080499,864999,14920917,1.48,1
485814,7375960,14007815,1.4,1
15156840,4949427,14007815,1.4,1
11000100,9579520,11188390,1.99,1
9866417,7508248,4161947,1.65,1
7238337,7720828,8239317,0.99,1
14157399,16130872,8239317,0.99,1
15792487,7407781,5581277,0.99,1
2822368,4206321,10581851,1.26,1
10634381,10341895,2975742,1.97,1
1194435,10967328,1324017,0.99,1
13538669,3861582,12554174,0.99,1
8273587,7720828,11552747,0.99,1
15869591,13194899,8523513,0.99,1
4297276,7508248,6720201,1.51,1
3218040,9861597,5969678,0.99,1
16414828,5974422,5969678,0.99,1
1063517,15480474,1184809,1.7,1
2260056,14969360,4048220,0.99,1
8699636,163005,4048220,0.99,1
15864525,5467716,13410681,1.0,1
16601900,3383905,13379598,1.24,1
12981705,11937880,350838,0.99,1
239332,1816697,51608,1.28,1
16429055,14969360,577084,0.99,1
9752015,13194899,3795894,1.5,1
3919810,13194899,3795894,1.5,1
1569370,4939791,9146940,1.4,1
10872022,13758498,13866888,0.99,1
12353459,9472739,8827278,1.85,1
37420,8025417,4457134,0.99,1
400189,16130872,9595732,0.99,1
4423376,10530478,15197934,1.26,1
14631158,13194899,6035165,1.51,1
3023645,2846047,4185426,0.99,1
15184154,163005,766231,0.99,1
6841329,862527,766231,0.99,1
7724242,1565437,10908497,1.36,1
5032326,11575066,4013576,0.99,1
4016452,5152265,11311978,1.16,1
13862000,14667967,11041454,0.99,1
12184927,9380840,789466,1.46,1
6276613,5328277,5330142,1.01,1
14477329,12495092,5330142,1.01,1
12075371,4173384,9123734,1.85,1
11907692,5152265,11755435,1.88,1
9873196,9422,8762617,0.99,1
15777455,11372781,3741969,1.09,1
13564152,504803,916983,0.99,1
14380551,4602149,16598105,1.94,1
7539174,3893348,2492842,1.39,1
16774797,12495092,9529992,0.99,1
14213595,8663917,7403711,0.99,1
194960,8025081,12557213,1.66,1
7571294,8985725,13618170,1.17,1
16446165,5467716,13618170,1.17,1
1112126,6550248,13436758,1.16,1
6698828,1816697,2612689,1.4,1
5816347,6657361,2612689,1.4,1
13473285,862527,11549204,0.99,1
16036391,6371885,6674658,1.4,1
14489656,14199789,9988701,0.99,1
6521351,2896559,671350,1.05,1
13877139,15469113,671350,1.05,1
13832340,4814174,14249132,0.99,1
14726085,6062779,6323824,1.26,1
10292389,2480772,8323460,1.09,1
15404198,5539185,14657068,1.82,1
3390338,1816697,14914056,1.48,1
12578884,14659993,7987277,0.99,1
14404177,6728229,3262598,1.78,1
12821550,504803,5368459,0.99,1
12738171,2293145,15690424,1.99,1
9343878,3736319,13421979,1.19,1
5218355,9741453,4585668,0.99,1
4028713,1816697,11641109,1.44,1
3309079,16425075,10215423,0.99,1
13206391,8983492,10215423,0.99,1
15205601,12505629,11020754,0.99,1
9826425,2969909,2202983,0.99,1
6559964,1466973,10739936,1.99,1
9606971,13194899,4958906,1.73,1
11808061,6657361,1097557,1.45,1
4957419,8983492,10740052,0.99,1
9067207,9741453,7261653,0.99,1
11132102,3624645,7261653,0.99,1
15412955,7720828,13856969,0.99,1
14293224,10315006,9663138,0.99,1
10950213,681467,6065537,1.99,1
8713476,6705580,1154131,0.99,1
3811494,15920894,14283433,1.66,1
3245249,11176629,4866616,1.21,1
1465270,2293145,4866616,1.21,1
15743245,9422,6708228,1.02,1
7966002,9088273,6708228,1.02,1
13026486,862527,16645864,0.99,1
12757440,14567444,1660468,0.99,1
14928714,11937880,13234159,0.99,1
5349197,163005,13234159,0.99,1
6576776,2277336,13193240,1.47,1
1713244,3761155,2186872,0.99,1
12712558,4814174,13775450,1.01,1
16714445,7595216,16439212,0.99,1
6039097,11047547,2432463,1.5,1
143758,1565437,16183661,0.99,1
12717130,5328277,4980897,1.65,1
8430862,12495092,4396849,0.99,1
9209816,15183013,14996240,1.71,1
14071760,7444990,4312056,1.05,1
8720282,6657361,15467753,1.29,1
13411262,1100182,9240980,1.99,1
13104030,6545925,13112533,1.99,1
4336628,10967328,15981960,0.99,1
12378443,16279162,5499358,1.22,1
410206,5328277,12776713,1.58,1
610818,15078731,6101257,0.99,1
6272096,15920894,15820594,1.14,1
8188804,1565437,10441405,0.99,1
10493199,16241821,16335284,1.09,1
4741448,1379560,15868123,0.99,1
12778809,2877551,8754999,0.99,1
8532538,836788,16481181,1.86,1
9584081,10315006,9621551,0.99,1
16625295,15836338,8577750,1.84,1
9142740,9241834,8577750,1.84,1
6440181,3211927,12164330,0.99,1
4083222,7512648,2707604,1.3,1
6440933,15048292,3826057,1.09,1
9323467,8663917,11494795,0.99,1
2511908,7897636,12901249,1.91,1
8365845,14969360,3999731,1.55,1
1967195,9741453,7834096,0.99,1
11974416,4939791,16556784,1.3,1
4358933,3861582,7176340,1.48,1
7012064,3893348,1960799,1.38,1
2834086,1565437,1960799,1.38,1
7104294,3165660,10020849,1.63,1
7399651,8818017,11602929,0.99,1
5774889,9009683,15758877,0.99,1
8455585,10214870,10781729,0.99,1
4465858,7015382,10881536,1.22,1
10190097,3600137,5702749,1.32,1
15319093,6705580,16538469,1.17,1
7898706,10467508,15589678,1.04,1
10967075,5974422,3698980,1.99,1
8661373,10489123,13066294,1.99,1
8252136,1720738,7083296,0.99,1
9949447,3066959,3858703,0.99,1
2645337,9741453,10685211,0.99,1
11895825,4674913,10685211,0.99,1
13629526,9422,8556243,0.99,1
8522286,10582764,3531309,0.99,1
9163095,9741453,12691977,0.99,1
9670102,504803,12691977,0.99,1
6087449,6999764,7578050,0.99,1
3509192,7595216,4259318,1.72,1
1160526,9978743,2217158,0.99,1
4311305,12034000,4673850,0.99,1
9306831,5328277,8177862,1.93,1
15871456,2822826,10319003,1.19,1
1240245,1565437,6137847,0.99,1
13775470,9088273,4233722,0.99,1
4391987,11323384,5511839,0.99,1
5919351,11047547,13672134,1.46,1
6023063,11937880,777870,0.99,1
1243606,16241821,15451904,1.27,1
10337483,10967328,451412,0.99,1
11143080,10582764,15939031,0.99,1
13298016,7669149,5719459,0.99,1
8063187,6999764,8810045,0.99,1
3049705,8818017,8810045,0.99,1
594063,8663917,7729635,0.99,1
11946041,11372781,4652334,1.12,1
5107372,16647279,13587354,1.66,1
7228522,5328277,13587354,1.66,1
16405995,3248896,3305340,1.12,1
12752206,12856211,2016352,1.11,1
7982091,15460696,11619248,1.88,1
9186058,15469113,8824611,0.99,1
5576957,1565437,8824611,0.99,1
14242207,2480772,9046886,1.8,1
3341939,8944229,5655101,1.21,1
11704504,12910069,9608703,1.17,1
1727748,5974422,896705,0.99,1
1086785,14567444,2267453,0.99,1
1730269,10315006,13016243,0.99,1
9338581,2969909,6689762,0.99,1
11838896,10967328,2656900,1.0,1
4037513,10852503,1754800,1.34,1
8008459,836788,10050010,0.99,1
14056546,7897636,11194716,1.7,1
16224748,2277336,12245276,1.47,1
2904496,5974422,8511840,1.0,1
10112916,5467716,4130909,1.49,1
14986114,11270522,14413404,0.99,1
6069547,1985102,6995537,1.79,1
13596531,9557858,13767407,0.99,1
9984992,504803,13920791,0.99,1
13457970,6525898,7761993,1.33,1
7598447,9741453,3168988,0.99,1
15958838,15515765,11139376,1.19,1
2608460,11675498,13454990,0.99,1
1520949,9557858,14850941,0.99,1
6373289,14667967,8710406,0.99,1
15744759,16425075,8710406,0.99,1
1299561,2969909,101977,0.99,1
11934908,1744164,3374472,0.99,1
3724208,11423627,11352181,1.16,1
14122453,10755917,5598734,1.04,1
5747455,16031858,12878172,0.99,1
8071882,2277336,8798350,1.35,1
1526111,11423627,5656149,1.14,1
11952994,6999764,6668465,0.99,1
15894122,4956517,7551238,1.35,1
3800044,10315006,1567165,0.99,1
10016772,12095273,4174914,1.24,1
11288696,16402227,3278440,0.99,1
11810250,5467716,5977772,0.99,1
4896195,11047547,3905298,1.2,1
16598768,11372781,7443557,0.99,1
15051754,12505629,7443557,0.99,1
2772645,1099628,201860,1.91,1
15011227,9173705,8613948,1.66,1
2409076,13138548,3154719,1.25,1
4463479,4504589,5480951,1.33,1
7173950,15048292,5584820,1.13,1
14335417,15469113,14278637,0.99,1
12286937,3736319,4239768,0.99,1
15488423,3664713,156645,1.06,1
14538148,9009683,7718003,0.99,1
3966866,3066959,7718003,0.99,1
13865015,8255406,7487580,1.99,1
4026740,11937880,15144682,0.99,1
11645856,11323384,15144682,0.99,1
11787789,3600137,3838298,1.35,1
4674591,8623740,15354994,1.41,1
5963714,10967328,10185518,1.15,1
1871003,10641910,10052013,1.31,1
12088328,16031858,13970677,1.11,1
14003050,9009683,1407327,0.99,1
7623264,10852503,11342914,1.32,1
16012744,14567444,7019202,0.99,1
2116291,4014824,16542876,1.28,1
2943522,9557858,8934748,0.99,1
12299601,11980709,8852543,0.99,1
16452059,3066959,8852543,0.99,1
13289076,11047547,11644443,1.49,1
7150374,11323384,612910,0.99,1
8879319,9978743,612910,0.99,1
963428,4543048,5614977,1.86,1
1219128,12684278,3488869,0.99,1
2536903,5974422,4527085,0.99,1
2896816,12935630,14671336,1.99,1
6797341,16425075,10545232,0.99,1
16362105,5328277,1848485,1.63,1
130547,10214870,13793206,1.09,1
15045065,5467716,11067628,1.27,1
239943,8985725,12228591,1.18,1
921098,12023376,9266481,1.01,1
9595042,12495092,4583334,1.56,1
4974861,16031858,12606475,1.24,1
16455985,6657361,9426321,1.42,1
14650894,15432113,12568723,1.85,1
3364772,12495092,2141646,1.43,1
5041379,2896559,7147235,1.6,1
9358349,2569650,214760,1.08,1
2063148,5705151,10710426,1.07,1
13417481,10582764,9529909,0.99,1
9326662,5467716,16291049,1.59,1
7655302,12495092,7078855,1.39,1
14022018,4814174,11374558,0.99,1
12970894,16425075,1513300,0.99,1
13387768,5705151,12197840,1.66,1
14966889,11323384,15044586,0.99,1
1894070,8623740,4506665,0.99,1
5164349,6371885,3869071,1.44,1
9442369,9978743,16291280,0.99,1
2986404,9009683,6200962,0.99,1
12785539,5573982,3846260,1.34,1
483124,12301733,8453598,1.01,1
11900112,12495092,6309693,1.64,1
7916996,8025417,7929081,0.99,1
14339008,11896628,4200918,1.3,1
14478884,1720738,8156693,1.43,1
5331783,12591889,8186746,0.99,1
9684532,6705580,6484659,1.13,1
14695983,16320971,1258980,1.74,1
8374861,10214870,13530129,0.99,1
6623406,6371885,9592649,1.36,1
7488727,16425075,10357218,0.99,1
9315252,9557858,6427799,0.99,1
15767541,7963474,14440806,1.26,1
929133,7582943,10742806,1.99,1
5878828,10120598,5388928,1.99,1
4072917,6657361,5856307,1.33,1
14035197,9557858,2975256,0.99,1
1629077,3736319,603946,0.99,1
6021953,5467716,11051489,1.44,1
11443972,15469113,14099765,0.99,1
14812892,6999764,8954511,0.99,1
12049909,11896628,9773351,1.38,1
11010361,3736319,8384020,0.99,1
1468995,9009683,2720938,0.99,1
5689202,6999764,5379482,0.99,1
10165965,2797906,11533549,1.72,1
16150930,8663917,13624584,0.99,1
7228065,12684278,4076580,0.99,1
10869826,5974422,6085142,0.99,1
8421438,16667876,16355128,1.99,1
2161970,8818017,16131821,0.99,1
16497852,10462629,8306588,1.99,1
15887918,9350549,11737761,0.99,1
13179254,4206321,5119614,1.99,1
6589231,15546425,5053113,1.99,1
1977664,7720828,5746778,1.21,1
3571869,3736319,16036794,1.58,1
10917946,8818017,6283212,0.99,1
13808858,5974422,3376403,0.99,1
7000601,14567444,7369671,0.99,1
10281603,6657361,3439130,1.33,1
15247276,11323384,3220459,1.99,1
7445164,5467716,8759197,1.38,1
2966406,12591889,720038,0.99,1
5367644,11675498,5428910,0.99,1
4197961,13679904,12339508,1.84,1
9293370,8623740,11883399,1.44,1
9338437,13184626,10845666,1.99,1
5156192,1565437,16147855,1.56,1
16454320,3383905,11241100,0.99,1
2782196,5467716,12082491,0.99,1
14594377,6371885,239100,1.38,1
3263696,8663917,6817677,0.99,1
11130684,16188753,674661,1.17,1
9484352,8983492,5610902,0.99,1
7432767,2337902,14094501,1.84,1
6597544,15344644,10892105,1.94,1
6006061,258938,1663212,0.99,1
13351525,862527,10306499,1.01,1
15473325,7928107,14999989,1.99,1
13616882,5467716,6579149,1.5,1
6428485,11047547,2494006,1.4,1
14326531,3736319,1780113,1.55,1
2557677,6371885,15819490,1.3,1
2173767,4674913,3588105,1.01,1
15417195,15469113,6046512,0.99,1
4024166,14667967,15557773,0.99,1
14851818,2969909,10231670,0.99,1
5349931,12591889,15966207,0.99,1
3847009,2477791,13329774,1.99,1
10284281,7136818,5383738,1.94,1
4446145,12301733,15045735,0.99,1
4114297,6657361,7664799,1.49,1
16244376,4173384,13458620,1.86,1
2595229,8025417,13160640,0.99,1
1869142,15836338,13369623,1.99,1
1587730,1565437,7985391,1.56,1
