PlaylistId,TrackId
2462096,13652806
314585,13652806
9168761,13652806
10129111,8048474
10129111,8048474
15639629,8048474
15686844,5158243
15686844,5158243
9168761,15298727
15686844,15298727
15686844,15298727
2462096,3896651
6528739,3896651
8758419,3896651
314585,11340066
314585,11340066
15257429,13032641
8758419,13032641
2462096,13032641
6528739,9179572
9168761,9179572
2462096,12288841
10129111,12288841
11436480,1713241
3694231,1713241
11436480,1713241
2462096,4395689
10129111,4395689
2462096,10607119
2462096,10607119
3694231,11673133
314585,11673133
2462096,10169462
314585,10169462
15639629,10169462
15686844,2228351
15639629,2228351
2462096,2228351
8189607,5469519
15686844,5469519
11436480,5469519
314585,10178715
6545676,10178715
6528739,7270981
8189607,7270981
15639629,2300810
11436480,2300810
8189607,14154257
15639629,14154257
8189607,14154257
8189607,8541024
8189607,8541024
6545676,8541024
15639629,6257699
2462096,6257699
8189607,6257699
314585,4984919
6528739,4984919
15639629,4984919
15686844,13226746
2462096,13226746
8189607,13226746
11436480,6532488
6545676,6532488
4104879,8401188
15686844,8401188
15257429,12235989
15639629,12235989
4104879,1500112
9168761,1500112
6528739,6015673
15639629,6015673
8189607,5495967
10129111,5495967
8189607,5495967
314585,8101283
15686844,8101283
314585,8101283
15686844,15218308
15686844,15218308
4104879,15218308
8189607,7499259
8189607,7499259
15686844,9263975
15639629,9263975
2462096,1302183
8189607,1302183
8189607,429390
2462096,429390
8189607,3365466
4104879,3365466
9168761,10628980
11436480,10628980
3694231,10628980
2462096,1138449
4104879,1138449
15686844,16449004
10129111,16449004
8189607,7575977
15686844,7575977
2462096,7575977
4104879,15457414
15639629,15457414
314585,1948940
3694231,1948940
9168761,1948940
314585,9119511
8189607,9119511
10129111,9119511
11436480,9997612
8758419,9997612
9168761,16090092
6528739,16090092
3694231,16090092
15686844,16115492
314585,16115492
8189607,840210
2462096,840210
2462096,5500706
6528739,5500706
8189607,5500706
9168761,4211406
3763925,4211406
3694231,4211406
314585,618454
4104879,618454
4104879,939117
15639629,939117
2462096,14669078
11436480,14669078
314585,3812196
2462096,3812196
15639629,10095004
4104879,10095004
9168761,10095004
6545676,10646268
10129111,10646268
15686844,10636163
15257429,10636163
314585,10636163
8758419,5050954
10129111,5050954
8189607,16745285
11436480,16745285
11436480,16745285
15257429,14337785
314585,14337785
314585,16684628
8189607,16684628
11436480,16684628
15257429,6255153
2462096,6255153
8189607,14429584
2462096,14429584
8189607,14429584
15639629,3927335
9168761,3927335
9168761,10428572
314585,10428572
8189607,7075698
8189607,7075698
15639629,890876
2462096,890876
15639629,13368056
314585,13368056
15686844,13368056
2462096,1338290
314585,1338290
15686844,7788441
9168761,7788441
9168761,7788441
10129111,11298610
9168761,11298610
15639629,14561892
8758419,14561892
15686844,14561892
10129111,14012924
15639629,14012924
8758419,6825168
4104879,6825168
10129111,5084010
8189607,5084010
8189607,5084010
3694231,119148
10129111,119148
9168761,1799009
8189607,1799009
8189607,6077555
8189607,6077555
11436480,6077555
15639629,1069962
2462096,1069962
11436480,957713
9168761,957713
9168761,957713
314585,11315415
15257429,11315415
6545676,11315415
9168761,5745075
314585,5745075
15639629,5745075
3694231,11484847
10129111,11484847
11436480,5311688
2462096,5311688
15686844,8572655
8189607,8572655
314585,8572655
8189607,11547792
10129111,11547792
314585,11547792
8189607,13471507
4104879,13471507
6545676,6098273
15639629,6098273
4104879,6098273
10129111,1438190
314585,1438190
8758419,1438190
3763925,15381549
3763925,15381549
3694231,15381549
8189607,2219390
15639629,2219390
8758419,6723306
9168761,6723306
2462096,6723306
2462096,5027279
15686844,5027279
6528739,13790309
6528739,13790309
6545676,14656544
4104879,14656544
314585,14656544
2462096,8596408
4104879,8596408
314585,8596408
8189607,1323980
9168761,1323980
8189607,1323980
314585,13719918
6528739,13719918
15686844,12184787
15639629,12184787
10129111,14191016
8189607,14191016
9168761,1677157
3763925,1677157
3694231,9089641
314585,9089641
15639629,14305809
8189607,14305809
15639629,14082411
314585,14082411
15639629,14359389
15639629,14359389
4104879,3125392
8189607,3125392
9168761,1852985
11436480,1852985
2462096,10193514
2462096,10193514
15639629,2447234
8758419,2447234
15639629,11109884
8189607,11109884
314585,6806564
11436480,6806564
6528739,16181549
9168761,16181549
8189607,4803360
10129111,4803360
2462096,14050006
11436480,14050006
6545676,10142340
4104879,10142340
314585,15835253
15639629,15835253
4104879,2911698
314585,2911698
2462096,7587599
9202341,7587599
2462096,614504
314585,614504
9168761,390539
4104879,390539
314585,5446961
8758419,5446961
10129111,15316410
314585,15316410
9168761,15311308
4104879,15311308
11436480,8996341
2462096,8996341
11436480,5800185
9168761,5800185
15686844,4910693
4104879,4910693
8758419,1592338
3694231,1592338
314585,4581328
9168761,4581328
8189607,7190950
7429359,7190950
3694231,1189895
8189607,1189895
15686844,10084276
8189607,10084276
2462096,9118540
9168761,9118540
314585,11771014
314585,11771014
11436480,14632083
8189607,14632083
15686844,9908732
4104879,9908732
15639629,2927636
15639629,2927636
7429359,1587669
9202341,1587669
8189607,7378096
8189607,7378096
8189607,1961083
11436480,1961083
9168761,12800063
8189607,12800063
6528739,15062434
3694231,15062434
11436480,8207403
2462096,8207403
9168761,8017155
314585,8017155
8189607,12454721
4104879,12454721
8189607,8149408
11436480,8149408
314585,16586102
2462096,16586102
8758419,5218407
8189607,5218407
6528739,2139547
6545676,2139547
15639629,4572006
4104879,4572006
6528739,1995876
3694231,1995876
9168761,7597750
15257429,7597750
2462096,14302958
4104879,14302958
10129111,7066450
15639629,7066450
8189607,6271383
9168761,6271383
314585,16375912
15639629,16375912
4104879,8008337
15639629,8008337
8189607,8178634
2462096,8178634
6528739,4316403
15686844,4316403
9168761,1001914
2462096,1001914
8189607,4448305
15639629,4448305
8189607,12369509
6528739,12369509
10129111,10054279
314585,10054279
15686844,9690604
9168761,9690604
15639629,14824522
10129111,14824522
314585,4613695
10129111,4613695
314585,6008533
9168761,6008533
15257429,12784429
8189607,12784429
8758419,16739978
11436480,16739978
2462096,16175293
15639629,16175293
8189607,12804359
314585,12804359
8189607,1198002
15639629,1198002
4104879,9045588
8758419,9045588
2462096,9529458
8189607,9529458
15639629,8991564
15639629,8991564
314585,12580074
15639629,12580074
15639629,16690060
314585,16690060
314585,12248084
15686844,12248084
7429359,12305991
8189607,12305991
9168761,5917956
8189607,5917956
15639629,16223471
8189607,16223471
9168761,10380375
10129111,10380375
8758419,13415135
11436480,13415135
10129111,8704653
8189607,8704653
2462096,11915678
15639629,11915678
9168761,3979551
15686844,3979551
15639629,78211
15686844,78211
2462096,281680
15686844,281680
6528739,7448040
15686844,7448040
11436480,15353312
15257429,15353312
314585,12552841
9168761,12552841
11436480,4180584
8189607,4180584
15686844,9475105
15686844,9475105
8189607,5395838
15686844,5395838
9168761,7464119
314585,7464119
2462096,7327421
6545676,7327421
3763925,2342005
4104879,2342005
6528739,5358725
9168761,5358725
6545676,6494991
4104879,6494991
314585,7610271
9168761,7610271
15686844,2672873
314585,2672873
3694231,8360430
15639629,8360430
2462096,14338978
3694231,14338978
9168761,8223377
10129111,8223377
3763925,967574
8189607,967574
11436480,5736596
8189607,5736596
15686844,13094263
2462096,13094263
314585,9232512
15686844,9232512
8758419,12564842
2462096,12564842
15639629,15557894
15639629,15557894
10129111,1968687
3763925,1968687
314585,7353232
15639629,7353232
9168761,5240801
8189607,5240801
8189607,6581840
15686844,6581840
314585,15648752
8189607,15648752
314585,1091875
11436480,1091875
2462096,15433332
15639629,15433332
2462096,6924901
11436480,6924901
8189607,1490606
4104879,1490606
4104879,12973582
8189607,12973582
15686844,14698342
9168761,14698342
8189607,3229191
15639629,3229191
8758419,4589514
15257429,4589514
8189607,6818225
11436480,6818225
10129111,5197888
3694231,5197888
3763925,5394863
15686844,5394863
4104879,14760493
314585,14760493
8189607,9516186
10129111,9516186
15639629,15515196
11436480,15515196
11436480,16213476
15639629,16213476
6528739,9460547
8189607,9460547
15639629,9710611
2462096,9710611
8189607,4476112
2462096,4476112
8189607,14642226
314585,14642226
11436480,3438975
8189607,3438975
8189607,14363516
15686844,14363516
6528739,3037905
9168761,3037905
8758419,7314182
9168761,7314182
9168761,9706324
9168761,9706324
4104879,7529844
10129111,7529844
15639629,8832645
3694231,8832645
10129111,12521972
7429359,12521972
6528739,1460232
15639629,1460232
6528739,7269333
4104879,7269333
8189607,4728662
2462096,4728662
2462096,16536123
15639629,16536123
9168761,16116443
2462096,16116443
3694231,16710454
8758419,16710454
3694231,12273230
15686844,12273230
8189607,2225499
2462096,2225499
10129111,8245896
2462096,8245896
8189607,6800445
6528739,6800445
15686844,11480861
8758419,11480861
15639629,8821140
4104879,8821140
8189607,14560560
11436480,14560560
10129111,2927772
314585,2927772
11436480,9214839
6528739,9214839
3694231,4919865
15686844,4919865
10129111,4683261
11436480,4683261
8758419,3033144
6528739,3033144
9168761,10444213
15639629,10444213
3694231,13002883
9168761,13002883
2462096,5594822
9168761,5594822
15257429,11964887
11436480,11964887
15639629,7569670
8189607,7569670
8758419,1874655
314585,1874655
4104879,14999686
314585,14999686
15686844,5553081
314585,5553081
2462096,15574765
6528739,15574765
15639629,9779239
10129111,9779239
2462096,9908404
15639629,9908404
11436480,8372661
10129111,8372661
11436480,15922017
8189607,15922017
6528739,15387842
8758419,15387842
10129111,4644652
15639629,4644652
15686844,10372618
15686844,10372618
5472180,14616139
15639629,14616139
9168761,6915357
2462096,6915357
314585,15269367
8189607,15269367
2462096,11451060
8189607,11451060
7429359,10885444
2462096,10885444
2462096,6030356
314585,6030356
8189607,9820054
314585,9820054
2462096,7893688
2462096,7893688
8189607,16494718
15686844,16494718
15686844,6605769
8189607,6605769
15257429,2318577
314585,2318577
8189607,16657839
15686844,16657839
8758419,11841852
8189607,11841852
15639629,6338497
4104879,6338497
8758419,15210843
2462096,15210843
11436480,14585957
10129111,14585957
8189607,12864523
8758419,12864523
8189607,7927283
2462096,7927283
9168761,11991269
3694231,11991269
15639629,9136328
314585,9136328
15639629,8360731
6528739,8360731
8758419,7025898
314585,7025898
8189607,546158
314585,546158
2462096,10555000
8758419,10555000
15686844,7022839
8189607,7022839
3694231,2185476
8189607,2185476
8189607,3205026
9168761,3205026
9168761,11946793
8189607,11946793
15639629,9787837
314585,9787837
8189607,11250689
11436480,11250689
6528739,5927515
8189607,5927515
8189607,7217069
8189607,7217069
4104879,8572478
4104879,8572478
314585,5856395
2462096,5856395
314585,5471842
2462096,5471842
15639629,15306172
9168761,15306172
11436480,3388194
314585,3388194
314585,6835427
11436480,6835427
8189607,13012308
15686844,13012308
15686844,10354631
10129111,10354631
8189607,2310134
5472180,2310134
15639629,6711505
8189607,6711505
9168761,5330255
2462096,5330255
3694231,13661314
314585,13661314
10129111,4181102
8189607,4181102
9168761,4077553
8758419,4077553
4104879,10288393
10129111,10288393
4104879,15157737
15639629,15157737
8758419,5568489
6528739,5568489
2462096,12914020
15686844,12914020
11436480,9816120
8189607,9816120
15639629,14991568
3694231,14991568
11436480,9051043
4104879,9051043
6528739,16643960
314585,16643960
314585,14164879
2462096,14164879
9168761,13427208
15686844,13427208
15639629,3497436
3763925,3497436
2462096,9618090
2462096,9618090
314585,583841
15639629,583841
314585,6273224
2462096,6273224
10129111,365723
6528739,365723
15639629,3727867
8189607,3727867
9168761,678984
6528739,678984
2462096,15456052
10129111,15456052
3694231,1323271
2462096,1323271
9168761,1361629
11436480,1361629
9168761,10951502
15686844,10951502
11436480,9760760
8189607,9760760
9168761,13849980
11436480,13849980
10129111,3937916
8189607,3937916
8758419,8207377
2462096,8207377
9168761,14290638
11436480,14290638
4104879,10173666
10129111,10173666
11436480,5114574
2462096,5114574
6528739,4891363
15639629,4891363
15686844,5903489
314585,5903489
6528739,13957352
2462096,13957352
8758419,2958929
9202341,2958929
11436480,653721
6528739,653721
8189607,6940187
15686844,6940187
4104879,13800082
15639629,13800082
3694231,9098582
8189607,9098582
6528739,12013979
15686844,12013979
2462096,5184919
4104879,5184919
11436480,15879929
15639629,15879929
2462096,15274162
10129111,15274162
8189607,11062637
10129111,11062637
15639629,3711131
9202341,3711131
15639629,10531395
4104879,10531395
2462096,11268334
8189607,11268334
15639629,1667145
9168761,1667145
314585,358200
314585,358200
6528739,2038338
15686844,2038338
4104879,9652394
2462096,9652394
314585,13722809
2462096,13722809
4104879,499650
4104879,499650
6528739,9774005
2462096,9774005
4104879,16642558
8189607,16642558
10129111,8569801
2462096,8569801
10129111,15536983
8189607,15536983
15257429,2189108
4104879,2189108
6545676,6472719
15686844,6472719
15639629,5078960
8189607,5078960
15639629,3528497
2462096,3528497
15639629,13622224
15639629,13622224
9168761,11649703
10129111,11649703
8189607,70435
8189607,70435
11436480,2794348
11436480,2794348
8189607,13055310
9168761,13055310
314585,15827767
9168761,15827767
8189607,9381681
8189607,9381681
4104879,2071267
314585,2071267
8189607,5976743
10129111,5976743
5472180,7754933
4104879,7754933
11436480,4749556
4104879,4749556
9168761,11058723
15639629,11058723
15639629,10459775
8189607,10459775
2462096,11230174
8189607,11230174
9168761,16135848
2462096,16135848
15639629,15797516
15639629,15797516
2462096,11372685
3763925,11372685
3694231,13630249
8189607,13630249
6528739,1773353
314585,1773353
8758419,3970452
11436480,3970452
8758419,3197212
2462096,3197212
8758419,10896618
6528739,10896618
11436480,2704575
11436480,2704575
9168761,1993218
8189607,1993218
8189607,13775804
11436480,13775804
3694231,2223175
15686844,2223175
8189607,15356024
6545676,15356024
8189607,1249436
8189607,1249436
10129111,15571183
15639629,15571183
5472180,2379008
10129111,2379008
6528739,5590830
2462096,5590830
9168761,14627073
2462096,14627073
314585,8290660
10129111,8290660
314585,5164709
4104879,5164709
8189607,871579
8758419,871579
2462096,6989933
15639629,6989933
15686844,10251439
8189607,10251439
2462096,9373965
8189607,9373965
9168761,12841954
3694231,12841954
6528739,13623689
5472180,13623689
11436480,9408881
8758419,9408881
6528739,6645670
15686844,6645670
15686844,3795215
6545676,3795215
8189607,3758313
2462096,3758313
8189607,10719043
15639629,10719043
8758419,2250682
314585,2250682
10129111,8181905
8758419,8181905
3694231,6001900
8189607,6001900
2462096,15994148
8189607,15994148
2462096,15475539
9168761,15475539
15639629,3118078
11436480,3118078
2462096,12843595
15639629,12843595
15639629,2713878
314585,2713878
11436480,15383077
15639629,15383077
2462096,4775225
4104879,4775225
314585,11056161
11436480,11056161
8189607,11706533
15639629,11706533
15639629,15030351
2462096,15030351
8189607,10545482
6528739,10545482
2462096,14082050
8189607,14082050
10129111,2234796
9168761,2234796
8189607,11689825
11436480,11689825
9168761,12650682
2462096,12650682
15639629,12487698
2462096,12487698
314585,13970263
15686844,13970263
6528739,8163726
2462096,8163726
15639629,16081377
2462096,16081377
8189607,15484133
3694231,15484133
15639629,6780072
2462096,6780072
2462096,9049398
15257429,9049398
2462096,12564301
11436480,12564301
6528739,15754692
10129111,15754692
15686844,3981066
11436480,3981066
4104879,7514185
11436480,7514185
8189607,6606193
2462096,6606193
6528739,4883565
9168761,4883565
3694231,13594691
314585,13594691
15639629,1389467
15686844,1389467
6528739,5032994
8189607,5032994
8189607,1119824
15639629,1119824
3694231,10018966
15639629,10018966
6545676,6507842
314585,6507842
11436480,8914620
9168761,8914620
3763925,11216365
8758419,11216365
9168761,12742388
8758419,12742388
11436480,14771627
8189607,14771627
314585,16167177
11436480,16167177
10129111,8938534
10129111,8938534
4104879,8985379
8189607,8985379
10129111,15373262
11436480,15373262
2462096,8181850
314585,8181850
15686844,15135741
10129111,15135741
9168761,10552628
314585,10552628
8189607,761178
9168761,761178
8189607,4158218
9168761,4158218
15686844,14751410
11436480,14751410
8189607,9250526
8189607,9250526
4104879,1955621
11436480,1955621
11436480,8707480
11436480,8707480
8189607,6012429
314585,6012429
2462096,1928132
2462096,1928132
314585,4813963
3694231,4813963
15639629,16318178
2462096,16318178
2462096,13888995
15686844,13888995
9168761,12759780
9168761,12759780
11436480,14276935
8189607,14276935
15639629,14920917
6528739,14920917
6545676,14007815
15686844,14007815
2462096,14007815
8758419,11188390
2462096,11188390
15686844,4161947
3763925,4161947
15686844,4161947
314585,11386481
9168761,11386481
2462096,8239317
15639629,8239317
8758419,16660201
3694231,16660201
10129111,12770622
10129111,12770622
3763925,5581277
3763925,5581277
9168761,13026376
15639629,13026376
6528739,12977987
9168761,12977987
314585,6967235
8189607,6967235
8189607,10581851
2462096,10581851
9168761,13243890
9168761,13243890
10129111,12349540
9168761,12349540
8189607,14420619
2462096,14420619
11436480,14608202
314585,14608202
2462096,2975742
11436480,2975742
314585,1324017
2462096,1324017
2462096,11734134
9168761,11734134
15639629,12554174
6528739,12554174
10129111,9858731
314585,9858731
15686844,11552747
10129111,11552747
9168761,8523513
2462096,8523513
8758419,11510552
10129111,11510552
15639629,2036655
9168761,2036655
8189607,3065915
3694231,3065915
9168761,6720201
8189607,6720201
15686844,8598663
4104879,8598663
8189607,5969678
15686844,5969678
8758419,5138947
8189607,5138947
8758419,1184809
15639629,1184809
8189607,4048220
8189607,4048220
15686844,8322930
2462096,8322930
2462096,12204557
9168761,12204557
10129111,10433145
4104879,10433145
4104879,13410681
6545676,13410681
8189607,13379598
314585,13379598
15639629,12105852
15686844,12105852
3694231,4515796
8189607,4515796
15639629,350838
9168761,350838
9168761,51608
8758419,51608
9168761,577084
9168761,577084
6528739,11642566
5472180,11642566
9168761,11642566
314585,3795894
3694231,3795894
2462096,9146940
2462096,9146940
9168761,13866888
15639629,13866888
3694231,8827278
2462096,8827278
314585,4457134
9168761,4457134
11436480,5884354
15686844,5884354
4104879,7133043
8189607,7133043
15686844,9595732
3694231,9595732
3763925,3285209
15686844,3285209
8189607,15197934
6528739,15197934
8189607,15778866
8758419,15778866
3694231,11042913
3763925,11042913
2462096,6035165
15639629,6035165
11436480,7199134
8189607,7199134
2462096,4185426
8189607,4185426
9168761,766231
8758419,766231
15686844,7393249
15686844,7393249
314585,10908497
9168761,10908497
2462096,4013576
10129111,4013576
8189607,16451201
5472180,16451201
8189607,11311978
10129111,11311978
8189607,11041454
7429359,11041454
8189607,789466
10129111,789466
15639629,7030643
8189607,7030643
314585,12150357
8758419,12150357
2462096,14745845
314585,14745845
314585,5330142
11436480,5330142
9168761,9123734
9168761,9123734
8189607,11755435
4104879,11755435
314585,8762617
11436480,8762617
11436480,1181418
314585,1181418
9168761,14861588
2462096,14861588
15639629,10492476
3694231,10492476
2462096,2648875
15686844,2648875
9168761,3741969
2462096,3741969
2462096,916983
2462096,916983
8189607,16598105
11436480,16598105
11436480,2492842
10129111,2492842
8189607,10465097
8189607,10465097
11436480,9529992
8189607,9529992
2462096,9038581
15639629,9038581
15639629,7403711
314585,7403711
314585,12557213
2462096,12557213
15639629,13618170
8189607,13618170
15686844,9856477
15686844,9856477
15686844,2690535
314585,2690535
11436480,13436758
15686844,13436758
3694231,5612155
9168761,5612155
11436480,9381087
15639629,9381087
2462096,11364554
11436480,11364554
15686844,11381781
11436480,11381781
15686844,7566079
11436480,7566079
2462096,6393797
2462096,6393797
15686844,13040084
3694231,13040084
314585,2612689
8189607,2612689
9168761,11862248
11436480,11862248
314585,11549204
314585,11549204
11436480,11290475
8189607,11290475
8189607,6674658
9168761,6674658
2462096,3615599
314585,3615599
15639629,9988701
2462096,9988701
11436480,933287
15686844,933287
2462096,671350
15639629,671350
15639629,14249132
4104879,14249132
15686844,6323824
3694231,6323824
15686844,8323460
8189607,8323460
9168761,7741214
3694231,7741214
8189607,14657068
8189607,14657068
3694231,14914056
15686844,14914056
314585,7987277
10129111,7987277
9168761,3262598
8758419,3262598
15686844,5368459
8189607,5368459
2462096,15690424
9168761,15690424
15639629,13421979
314585,13421979
8189607,4585668
8189607,4585668
6528739,11641109
6528739,11641109
4104879,6280648
11436480,6280648
15686844,3196246
9168761,3196246
15639629,12854778
8758419,12854778
314585,4401968
3694231,4401968
15639629,10215423
15639629,10215423
4104879,8020668
15639629,8020668
6528739,11020754
15686844,11020754
314585,1212650
11436480,1212650
8189607,1212650
4104879,9994640
314585,9994640
2462096,2202983
8189607,2202983
15686844,10739936
8758419,10739936
9168761,9874422
11436480,9874422
2462096,10162929
9168761,10162929
10129111,862548
4104879,862548
8189607,2624724
8189607,2624724
314585,436285
2462096,436285
15639629,4958906
6528739,4958906
11436480,1097557
2462096,1097557
15639629,10525884
15686844,10525884
9168761,6197863
6528739,6197863
6528739,2593121
8189607,2593121
8189607,10740052
2462096,10740052
11436480,1561612
15686844,1561612
9168761,5884639
11436480,5884639
8189607,12352083
8189607,12352083
9168761,5790046
15686844,5790046
314585,7261653
15686844,7261653
15686844,5332983
15686844,5332983
2462096,13856969
15639629,13856969
15639629,13481267
15257429,13481267
11436480,9663138
8758419,9663138
7429359,6065537
15639629,6065537
11436480,1154131
8189607,1154131
8189607,14283433
2462096,14283433
15639629,4866616
2462096,4866616
9168761,15545770
4104879,15545770
15686844,7749009
8758419,7749009
8189607,6708228
2462096,6708228
6528739,5142570
15686844,5142570
4104879,16645864
9168761,16645864
6528739,1660468
8189607,1660468
314585,13234159
8189607,13234159
10129111,13193240
15686844,13193240
8758419,2186872
11436480,2186872
4104879,13775450
8758419,13775450
8189607,15831992
15639629,15831992
15686844,16439212
10129111,16439212
15639629,2432463
8189607,2432463
9168761,4926856
314585,4926856
15639629,16183661
2462096,16183661
2462096,12427410
15686844,12427410
11436480,12427410
11436480,1358592
8758419,1358592
8189607,4980897
15686844,4980897
8758419,4396849
2462096,4396849
8189607,116826
11436480,116826
9168761,116826
6528739,13965563
11436480,13965563
2462096,14996240
8758419,14996240
8189607,14996240
2462096,9928314
8189607,9928314
4104879,13663370
15639629,13663370
4104879,4312056
8758419,4312056
5472180,15467753
11436480,15467753
15639629,15467753
10129111,13880259
8189607,13880259
6528739,13880259
2462096,9240980
6528739,9240980
9168761,9240980
6528739,4911061
8189607,4911061
314585,9715082
15639629,9715082
314585,1314803
15686844,1314803
9168761,13112533
2462096,13112533
11436480,13112533
9168761,15981960
314585,15981960
9168761,15981960
15686844,6050274
15686844,6050274
11436480,6050274
2462096,5499358
15686844,5499358
314585,5499358
8189607,10276926
8189607,10276926
6528739,10276926
2462096,11157459
3694231,11157459
6528739,11157459
3694231,12776713
10129111,12776713
15639629,12776713
6528739,10595731
10129111,10595731
4104879,10595731
15639629,3067449
15639629,3067449
9168761,1395356
8189607,1395356
11436480,1395356
15639629,3745591
15639629,3745591
314585,3745591
15686844,6101257
8189607,6101257
3694231,16631915
9168761,16631915
4104879,15820594
2462096,15820594
6528739,15820594
10129111,10441405
10129111,10441405
4104879,16335284
10129111,16335284
3694231,13675116
8758419,13675116
8189607,13675116
314585,8084479
15639629,8084479
11436480,1436607
2462096,1436607
8189607,1436607
3694231,5484005
314585,5484005
15639629,5484005
2462096,6089795
314585,6089795
9168761,6089795
8189607,15868123
2462096,15868123
9168761,8754999
15639629,8754999
6528739,8754999
314585,16481181
10129111,16481181
4104879,16481181
15639629,9621551
15639629,9621551
11436480,8577750
11436480,8577750
11436480,7031663
8189607,7031663
2462096,7031663
6528739,15371423
8189607,15371423
15639629,15953420
4104879,15953420
3694231,15953420
11436480,12164330
3694231,12164330
4104879,2707604
8189607,2707604
4104879,8474068
8189607,8474068
15686844,8474068
8189607,795409
8189607,795409
15639629,795409
8758419,3826057
8189607,3826057
15639629,11494795
15639629,11494795
2462096,11494795
6528739,9780319
314585,9780319
8189607,9780319
8189607,3179159
8189607,3179159
314585,12901249
8189607,12901249
6528739,12901249
6528739,3999731
15686844,3999731
8189607,3107808
11436480,3107808
6528739,11313488
6528739,11313488
8758419,11313488
8189607,7834096
10129111,7834096
3694231,11651394
11436480,11651394
4104879,8890925
15686844,8890925
3763925,16556784
15686844,16556784
3763925,1358681
10129111,1358681
15686844,1358681
6528739,7176340
314585,7176340
314585,7176340
6528739,15733545
8758419,15733545
8189607,1960799
9168761,1960799
8758419,1960799
10129111,10020849
9168761,10020849
8189607,10020849
8189607,16313017
4104879,16313017
9168761,926255
15686844,926255
2462096,11602929
15639629,11602929
8189607,15758877
8189607,15758877
15639629,15758877
8189607,5114097
8189607,5114097
9168761,5114097
15686844,10781729
9168761,10781729
11436480,10781729
3763925,10881536
3763925,10881536
8189607,10881536
10129111,5702749
4104879,5702749
15639629,5702749
8189607,16538469
314585,16538469
15686844,16538469
8189607,7640689
10129111,7640689
8189607,7640689
8189607,15589678
9168761,15589678
9168761,3698980
8758419,3698980
9202341,4436411
8189607,4436411
9168761,4436411
2462096,13066294
9168761,13066294
2462096,7083296
9168761,7083296
11436480,7083296
9168761,3858703
2462096,3858703
10129111,3858703
8189607,10685211
15686844,10685211
8189607,10685211
8189607,4048714
314585,4048714
9168761,4048714
2462096,8556243
314585,8556243
8189607,3531309
2462096,3531309
4104879,3531309
8189607,12691977
15686844,12691977
8758419,12691977
8758419,14571294
6528739,14571294
11436480,14571294
15639629,7578050
9168761,7578050
11436480,4259318
8189607,4259318
10129111,2217158
2462096,2217158
9168761,2217158
8189607,4673850
314585,4673850
2462096,8177862
6528739,8177862
3694231,10319003
10129111,10319003
15639629,10319003
4104879,8396030
8189607,8396030
2462096,8396030
11436480,6137847
8189607,6137847
11436480,4233722
8189607,4233722
8189607,5511839
15639629,5511839
6528739,13672134
9168761,13672134
8758419,777870
9168761,777870
314585,15451904
6528739,15451904
4104879,15451904
6528739,105984
2462096,105984
6528739,451412
6528739,451412
9168761,15939031
9168761,15939031
15639629,15939031
9168761,8424664
10129111,8424664
2462096,5719459
8189607,5719459
15639629,15075186
6528739,15075186
314585,8810045
8189607,8810045
9168761,12504638
8758419,12504638
2462096,7729635
8189607,7729635
